Time,Win,Door,Cooling,Temp,CO2,VOC,Pressure,Electricity,Presence,Number,Win15,Door15,Cooling15,Time15,Temp_15,Tempfd,Tempfd2,Tempfs,CO2_15,CO2fd,CO2fd2,CO2fs,VOC_15,VOCfd,VOCfd2,VOCfs,Electricity_15,Powerfd,Powerfd2,Powerfs,Presence_15,Number_15
2016/5/13 8:30,0,0,0,24.8,323,461,982.9,8.58,0,0,0,0,0,8,24.79666667,-0.00333333,-0.00333333,-0.00333333,323.6666667,-0.5333333,-2.1333333,1.0666667,459.0666667,-5.3333333,-0.6666666,-10,8.477333333,0.132,0.674666667,-0.410666667,0,0
2016/5/13 8:31,0,0,0,24.8,323,460,983,7.7,0,0,1,0,0,8,24.86,0.06333333,0.06666666,0.06,355.4,31.7333333,32.2666666,31.2,453.1333333,-5.9333334,-0.6000001,-11.2666667,8.462666667,-0.014666666,-0.146666666,0.117333334,1,1
2016/5/13 8:32,0,0,0,24.8,323,460,983,9.9,0,0,1,0,0,9,24.97,0.11,0.04666667,0.17333333,391.8666667,36.4666667,4.7333334,68.2,453.9333333,0.8,6.7333334,-5.1333334,8.594666667,0.132,0.146666666,0.117333334,1,1
2016/5/13 8:33,0,0,0,24.8,319,460,983,7.7,0,0,1,0,0,9,25.03666667,0.06666667,-0.04333333,0.17666667,409.4666667,17.6,-18.8666667,54.0666667,452.2666667,-1.6666666,-2.4666666,-0.8666666,8.404,-0.190666667,-0.322666667,-0.058666667,1,1
2016/5/13 8:34,0,0,0,24.8,319,460,982.9,8.36,0,0,1,0,0,9,25.2,0.16333333,0.09666666,0.23,507.1333333,97.6666666,80.0666666,115.2666666,516,63.7333333,65.3999999,62.0666667,86.65066667,78.24666667,78.43733334,78.056,1,2
2016/5/13 8:35,0,0,0,24.75,325,460,982.9,7.48,0,0,0,0,0,9,25.19666667,-0.00333333,-0.16666666,0.16,532.6666667,25.5333334,-72.1333332,123.2,519.9333333,3.9333333,-59.8,67.6666666,75.35733333,-11.29333334,-89.54000001,66.95333333,1,1
2016/5/13 8:36,0,0,0,24.8,321,461,983,8.36,0,0,0,0,0,10,25.4,0.20333333,0.20666666,0.2,571.0666667,38.4,12.8666666,63.9333334,516.9333333,-3,-6.9333333,0.9333333,58.35866667,-16.99866666,-5.70533332,-28.292,1,1
2016/5/13 8:37,0,0,0,24.8,321,459,983,10.12,0,0,0,0,0,10,25.38,-0.02,-0.22333333,0.18333333,588.9333333,17.8666666,-20.5333334,56.2666666,514,-2.9333333,0.0666667,-5.9333333,49.99866667,-8.36,8.63866666,-25.35866666,0,0
2016/5/13 8:38,0,0,0,24.8,329,459,983,7.26,0,0,0,0,0,10,25.35,-0.03,-0.01,-0.05,544.3333333,-44.6,-62.4666666,-26.7333334,500.6666667,-13.3333333,-10.4,-16.2666666,60.38266667,10.384,18.744,2.024,0,0
2016/5/13 8:39,0,0,0,24.8,327,460,983,8.14,0,0,0,0,0,10,25.35,0,0.03,-0.03,497.9333333,-46.4,-1.8,-91,490.0666667,-10.6,2.7333333,-23.9333333,55.71866667,-4.664,-15.048,5.72,0,0
2016/5/13 8:40,0,0,0,24.8,319,460,983.1,8.58,1,1,0,0,0,11,25.35,0,0,0,475.4666667,-22.4666666,23.9333334,-68.8666666,482.6,-7.4666667,3.1333333,-18.0666667,46.65466667,-9.064,-4.4,-13.728,0,0
2016/5/13 8:41,0,0,0,24.8,329,458,983.1,7.7,1,1,0,0,0,11,25.35,0,0,0,457.6666667,-17.8,4.6666666,-40.2666666,476.5333333,-6.0666667,1.4,-13.5333334,53.47466667,6.82,15.884,-2.244,0,0
2016/5/13 8:42,0,0,0,24.8,329,459,983.1,7.7,1,1,0,0,0,11,25.37666667,0.02666667,0.02666667,0.02666667,440,-17.6666667,0.1333333,-35.4666667,470.4,-6.1333333,-0.0666666,-12.2,50.732,-2.74266667,-9.56266667,4.07733333,0,0
2016/5/13 8:43,1,0,0,24.8,321,456,983,10.12,1,1,0,0,0,11,25.49,0.11333333,0.08666666,0.14,510.5333333,70.5333333,88.2,52.8666666,525.2,54.8,60.9333333,48.6666667,77.24933333,26.51733333,29.26,23.77466666,1,1
2016/5/13 8:44,1,0,0,24.8,327,453,983,9.46,1,1,0,0,0,12,25.54666667,0.05666667,-0.05666666,0.17,529.6,19.0666667,-51.4666666,89.6,545.4666667,20.2666667,-34.5333333,75.0666667,69.124,-8.12533333,-34.64266666,18.392,1,1
2016/5/13 8:45,1,0,0,24.8,327,453,983.1,7.48,1,1,0,0,0,12,25.56,0.01333333,-0.04333334,0.07,527.6,-2,-21.0666667,17.0666667,555.0666667,9.6,-10.6666667,29.8666667,74.43333333,5.30933333,13.43466666,-2.816,1,1
2016/5/13 8:46,1,0,0,24.8,330,452,983.1,7.92,1,1,1,1,0,12,25.54333333,-0.01666667,-0.03,-0.00333334,532.6666667,5.0666667,7.0666667,3.0666667,538.3333333,-16.7333334,-26.3333334,-7.1333334,67.48133333,-6.952,-12.26133333,-1.64266667,1,2
2016/5/13 8:47,1,0,0,24.8,332,452,983.1,7.26,1,1,1,0,0,12,25.27666667,-0.26666666,-0.24999999,-0.28333333,448.7333333,-83.9333334,-89.0000001,-78.8666667,464.9333333,-73.4,-56.6666666,-90.1333334,61.08666667,-6.39466666,0.55733334,-13.34666666,1,1
2016/5/13 8:48,1,0,0,24.8,332,456,983.1,8.14,1,1,0,0,0,13,25.49,0.21333333,0.47999999,-0.05333333,438.9333333,-9.8,74.1333334,-93.7333334,492.9333333,28,101.4,-45.4,69.15333333,8.06666666,14.46133332,1.672,0,0
2016/5/13 8:49,1,0,0,24.8,338,453,983.1,7.92,1,1,0,0,0,13,25.67333333,0.18333333,-0.03,0.39666666,481.8666667,42.9333334,52.7333334,33.1333334,509.6666667,16.7333334,-11.2666666,44.7333334,61.21866667,-7.93466666,-16.00133332,0.132,0,0
2016/5/13 8:50,1,0,0,24.85,350,453,983,8.14,1,1,0,0,0,13,25.61,-0.06333333,-0.24666666,0.12,486.9333333,5.0666666,-37.8666668,48,500.6,-9.0666667,-25.8000001,7.6666667,43.01733333,-18.20133334,-10.26666668,-26.136,0,0
2016/5/13 8:51,1,0,0,24.85,352,454,983,9.02,1,1,0,0,0,13,25.5,-0.11,-0.04666667,-0.17333333,452.2,-34.7333333,-39.7999999,-29.6666667,477.8,-22.8,-13.7333333,-31.8666667,44.73333333,1.716,19.91733334,-16.48533334,0,0
2016/5/13 8:52,1,0,0,24.9,358,454,983,11.22,1,1,0,0,0,14,25.40333333,-0.09666667,0.01333333,-0.20666667,417.3333333,-34.8666667,-0.1333334,-69.6,455.8666667,-21.9333333,0.8666667,-44.7333333,50.644,5.91066667,4.19466667,7.62666667,0,0
2016/5/13 8:53,1,0,0,24.9,360,455,983,9.68,1,1,0,0,0,14,25.35666667,-0.04666666,0.05000001,-0.14333333,381.8,-35.5333333,-0.6666666,-70.4,452.4666667,-3.4,18.5333333,-25.3333333,34.012,-16.632,-22.54266667,-10.72133333,0,0
2016/5/13 8:54,1,0,0,24.9,365,453,983.1,9.24,1,1,0,0,0,14,25.35,-0.00666667,0.03999999,-0.05333333,375.1333333,-6.6666667,28.8666666,-42.2,452.1333333,-0.3333334,3.0666666,-3.7333334,44.23466667,10.22266667,26.85466667,-6.40933333,0,0
2016/5/13 8:55,1,0,0,24.9,371,452,983.1,9.02,1,1,0,0,0,14,25.42,0.07,0.07666667,0.06333333,416.8,41.6666667,48.3333334,35,526.3333333,74.2,74.5333334,73.8666666,74.228,29.99333333,19.77066666,40.216,1,1
2016/5/13 8:56,1,0,0,24.9,375,452,983.1,7.26,1,1,0,1,0,15,25.52666667,0.10666667,0.03666667,0.17666667,478.2666667,61.4666667,19.8,103.1333334,541.6666667,15.3333334,-58.8666666,89.5333334,46.22933333,-27.99866667,-57.992,1.99466666,0,0
2016/5/13 8:57,1,0,0,24.9,381,453,983.1,7.7,1,1,0,0,0,15,25.45333333,-0.07333334,-0.18000001,0.03333333,454.1333333,-24.1333334,-85.6000001,37.3333333,516.4666667,-25.2,-40.5333334,-9.8666666,43.428,-2.80133333,25.19733334,-30.8,0,0
2016/5/13 8:58,1,0,0,24.9,379,452,983.1,7.92,1,1,0,0,0,15,25.36,-0.09333333,-0.01999999,-0.16666667,404.6666667,-49.4666666,-25.3333332,-73.6,473.6,-42.8666667,-17.6666667,-68.0666667,41.12533333,-2.30266667,0.49866666,-5.104,0,0
2016/5/13 8:59,1,0,0,24.9,381,453,983.1,9.02,1,1,0,0,0,15,25.37333333,0.01333333,0.10666666,-0.08,389.5333333,-15.1333334,34.3333332,-64.6,458.9333333,-14.6666667,28.2,-57.5333334,44.14666667,3.02133334,5.32400001,0.71866667,0,0
2016/5/13 9:00,1,0,0,24.95,381,453,983.1,7.92,1,1,0,1,0,16,25.43666667,0.06333334,0.05000001,0.07666667,384.6,-4.9333333,10.2000001,-20.0666667,452.7333333,-6.2,8.4666667,-20.8666667,43.956,-0.19066667,-3.21200001,2.83066667,0,0
2016/5/13 9:01,1,0,0,24.95,379,451,983.2,8.8,1,1,0,0,0,16,25.62666667,0.19,0.12666666,0.25333334,455.5333333,70.9333333,75.8666666,66,466.5333333,13.8,20,7.6,84.84666667,40.89066667,41.08133334,40.7,1,1
2016/5/13 9:02,1,0,0,25,383,452,983.2,8.58,1,1,0,0,0,16,25.86666667,0.24,0.05,0.43,567.8,112.2666667,41.3333334,183.2,502.6666667,36.1333334,22.3333334,49.9333334,70.4,-14.44666667,-55.33733334,26.444,1,1
2016/5/13 9:03,1,0,0,25,383,453,983.2,8.14,1,1,0,0,0,16,26.14,0.27333333,0.03333333,0.51333333,634,66.2,-46.0666667,178.4666667,523.9333333,21.2666666,-14.8666668,57.4,73.90533333,3.50533333,17.952,-10.94133334,1,1
2016/5/13 9:04,1,0,0,25,385,452,983.2,9.02,1,1,0,0,0,17,26.43333333,0.29333333,0.02,0.56666666,660.8,26.8,-39.4,93,530.4,6.4666667,-14.7999999,27.7333333,78.65733333,4.752,1.24666667,8.25733333,1,1
2016/5/13 9:05,1,0,0,25,387,453,983.2,8.58,1,1,0,0,0,17,26.62333333,0.19,-0.10333333,0.48333333,677.0666667,16.2666667,-10.5333333,43.0666667,534.7333333,4.3333333,-2.1333334,10.8,71.104,-7.55333333,-12.30533333,-2.80133333,1,1
2016/5/13 9:06,1,0,0,25,389,456,983.2,9.68,1,1,0,0,0,17,26.78333333,0.16,-0.03,0.35,696.4666667,19.4,3.1333333,35.6666667,537.6,2.8666667,-1.4666666,7.2,73.20133333,2.09733333,9.65066666,-5.456,1,1
2016/5/13 9:07,1,0,0,25,387,462,983.3,8.58,1,1,0,0,0,17,26.89333333,0.11,-0.05,0.27,722.3333333,25.8666666,6.4666666,45.2666666,548.6,11,8.1333333,13.8666667,78.672,5.47066667,3.37333334,7.568,1,1
2016/5/13 9:08,1,0,0,25,398,459,983.3,7.92,1,1,0,0,0,18,27.14333333,0.25,0.14,0.36,753.6,31.2666667,5.4000001,57.1333333,558.2666667,9.6666667,-1.3333333,20.6666667,80.81333333,2.14133333,-3.32933334,7.612,1,1
2016/5/13 9:09,1,0,0,24.95,402,456,983.2,6.38,1,1,0,0,0,18,27.85333333,0.71,0.46,0.96,751.4666667,-2.1333333,-33.4,29.1333334,582.2,23.9333333,14.2666666,33.6,84.568,3.75466667,1.61333334,5.896,1,1
2016/5/13 9:10,1,0,0,24.95,398,455,983.3,9.9,1,1,1,0,0,18,28.08333333,0.23,-0.48,0.94,769,17.5333333,19.6666666,15.4,581.9333333,-0.2666667,-24.2,23.6666666,76.89733333,-7.67066667,-11.42533334,-3.916,1,1
2016/5/13 9:11,1,0,0,24.95,398,452,983.3,8.36,1,1,0,0,0,18,27.8,-0.28333333,-0.51333333,-0.05333333,663.3333333,-105.6666667,-123.2,-88.1333334,525.2,-56.7333333,-56.4666666,-57,59.576,-17.32133333,-9.65066666,-24.992,1,1
2016/5/13 9:12,1,0,0,24.9,400,452,983.3,9.9,1,1,0,0,0,19,27.84333333,0.04333333,0.32666666,-0.24,707.2666667,43.9333334,149.6000001,-61.7333333,528.2666667,3.0666667,59.8,-53.6666666,77.528,17.952,35.27333333,0.63066667,1,1
2016/5/13 9:13,1,0,0,24.95,402,452,983.2,8.8,1,1,0,0,0,19,27.34333333,-0.5,-0.54333333,-0.45666667,747.7333333,40.4666666,-3.4666668,84.4,512.3333333,-15.9333334,-19.0000001,-12.8666667,72.072,-5.456,-23.408,12.496,1,1
2016/5/13 9:14,1,0,0,24.95,406,451,983.3,8.36,1,1,0,0,0,19,27.07666667,-0.26666666,0.23333334,-0.76666666,736.1333333,-11.6,-52.0666666,28.8666666,505.4666667,-6.8666666,9.0666668,-22.8,56.77466667,-15.29733333,-9.84133333,-20.75333333,1,1
2016/5/13 9:15,1,0,0,25,408,452,983.3,9.24,1,1,0,0,0,19,26.75666667,-0.32,-0.05333334,-0.58666666,712.2666667,-23.8666666,-12.2666666,-35.4666666,486.2,-19.2666667,-12.4000001,-26.1333333,8.066666667,-48.708,-33.41066667,-64.00533333,0,0
2016/5/13 9:16,1,0,0,25,408,452,983.3,9.24,1,1,0,0,0,20,26.42,-0.33666667,-0.01666667,-0.65666667,664.5333333,-47.7333334,-23.8666668,-71.6,464.6,-21.6,-2.3333333,-40.8666667,8.506666667,0.44,49.148,-48.268,0,0
2016/5/13 9:17,1,0,0,25,408,453,983.2,9.46,1,1,0,0,0,20,26.24,-0.18,0.15666667,-0.51666667,622.6666667,-41.8666666,5.8666668,-89.6,453.5333333,-11.0666667,10.5333333,-32.6666667,8.521333333,0.014666666,-0.425333334,0.454666666,0,0
2016/5/13 9:18,1,0,0,25,408,454,983.2,7.26,1,1,0,0,0,20,26.11333333,-0.12666667,0.05333333,-0.30666667,580.4666667,-42.2,-0.3333334,-84.0666666,451.9333333,-1.6,9.4666667,-12.6666667,8.638666667,0.117333334,0.102666668,0.132,0,0
2016/5/13 9:19,1,0,0,25.05,406,452,983.2,8.36,1,1,0,0,0,20,26.01,-0.10333333,0.02333334,-0.23,527.7333333,-52.7333334,-10.5333334,-94.9333334,452,0.0666667,1.6666667,-1.5333333,8.286666667,-0.352,-0.469333334,-0.234666666,0,0
2016/5/13 9:20,1,0,0,25,406,452,983.2,8.36,1,1,0,0,0,8,22.8,-3.21,-3.10666667,-3.31333333,324.5333333,-203.2,-150.4666666,-255.9333334,460.2666667,8.2666667,8.2,8.3333334,8.653333333,0.366666666,0.718666666,0.014666666,0,0
2016/5/13 9:21,1,0,0,25,406,452,983.2,7.26,1,1,0,0,0,8,22.8,0,3.21,-3.21,324.7333333,0.2,203.4,-203,461,0.7333333,-7.5333334,9,8.521333333,-0.132,-0.498666666,0.234666666,0,0
2016/5/13 9:22,1,0,0,25,408,452,983.2,8.14,1,1,0,0,0,8,22.84333333,0.04333333,0.04333333,0.04333333,323,-1.7333333,-1.9333333,-1.5333333,463,2,1.2666667,2.7333333,8.58,0.058666667,0.190666667,-0.073333333,0,0
2016/5/13 9:23,1,0,0,25,408,452,983.2,11.22,1,1,0,0,0,8,22.81,-0.03333333,-0.07666666,0.01,324.2,1.2,2.9333333,-0.5333333,460.8,-2.2,-4.2,-0.2,8.668,0.088,0.029333333,0.146666667,0,0
2016/5/13 9:24,1,0,0,25,408,453,983.1,9.46,1,1,0,0,0,9,22.82,0.01,0.04333333,-0.02333333,334.6,10.4,9.2,11.6,453,-7.8,-5.6,-10,13.74266667,5.07466667,4.98666667,5.16266667,0,0
2016/5/13 9:25,1,0,0,25.1,410,452,983.1,7.48,1,1,1,0,0,9,22.74666667,-0.07333333,-0.08333333,-0.06333333,387.5333333,52.9333333,42.5333333,63.3333333,455.3333333,2.3333333,10.1333333,-5.4666667,83.10133333,69.35866666,64.28399999,74.43333333,1,1
2016/5/13 9:26,1,0,0,25.1,410,452,983.1,7.04,1,1,0,1,0,9,22.4,-0.34666667,-0.27333334,-0.42,364.4666667,-23.0666666,-75.9999999,29.8666667,546.3333333,91,88.6666667,93.3333333,79.12666667,-3.97466666,-73.33333332,65.384,1,1
2016/5/13 9:27,1,0,0,25.1,410,452,983.1,7.48,1,1,0,0,0,9,23.1,0.7,1.04666667,0.35333333,468.5333333,104.0666666,127.1333332,81,790.4,244.0666667,153.0666667,335.0666667,76.04666667,-3.08,0.89466666,-7.05466666,1,2
2016/5/13 9:28,1,0,0,25.1,422,452,983.1,7.92,1,1,0,0,0,10,23.34,0.24,-0.46,0.94,597.8,129.2666667,25.2000001,233.3333333,780,-10.4,-254.4666667,233.6666667,77.07333333,1.02666666,4.10666666,-2.05333334,1,2
2016/5/13 9:29,1,0,0,25.1,416,452,983.1,8.14,1,2,1,0,0,10,22.76666667,-0.57333333,-0.81333333,-0.33333333,432.2,-165.6,-294.8666667,-36.3333333,505.4,-274.6,-264.2,-285,78.08533333,1.012,-0.01466666,2.03866666,1,1
2016/5/13 9:30,1,0,0,25.1,422,454,983,8.8,1,2,0,0,0,10,22.81666667,0.05,0.62333333,-0.52333333,359.7333333,-72.4666667,93.1333333,-238.0666667,465.3333333,-40.0666667,234.5333333,-314.6666667,63.59466667,-14.49066666,-15.50266666,-13.47866666,1,1
2016/5/13 9:31,1,0,0,25.15,432,460,983,87.12,1,2,0,0,0,10,22.99666667,0.18,0.13,0.23,359.1333333,-0.6,71.8666667,-73.0666667,466.1333333,0.8,40.8666667,-39.2666667,71.61733333,8.02266666,22.51333332,-6.468,1,1
2016/5/13 9:32,1,0,0,25.15,480,462,983,82.5,1,2,0,0,0,11,23.05666667,0.06,-0.12,0.24,365.3333333,6.2,6.8,5.6,464.3333333,-1.8,-2.6,-1,80.3,8.68266667,0.66000001,16.70533333,1,1
2016/5/13 9:33,1,0,0,25.15,500,481,983,83.6,1,2,0,0,0,11,23.1,0.04333333,-0.01666667,0.10333333,384.8666667,19.5333334,13.3333334,25.7333334,464,-0.3333333,1.4666667,-2.1333333,70.532,-9.768,-18.45066667,-1.08533333,1,1
2016/5/13 9:34,1,0,0,25.2,525,506,983,86.68,1,2,0,0,0,11,23.01,-0.09,-0.13333333,-0.04666667,396.0666667,11.2,-8.3333334,30.7333334,469.6,5.6,5.9333333,5.2666667,53.16666667,-17.36533333,-7.59733333,-27.13333333,0,0
2016/5/13 9:35,1,0,0,25.2,544,514,983,96.36,1,2,0,0,0,11,23.00333333,-0.00666667,0.08333333,-0.09666667,376.1333333,-19.9333334,-31.1333334,-8.7333334,462.0666667,-7.5333333,-13.1333333,-1.9333333,46.464,-6.70266667,10.66266666,-24.068,0,0
2016/5/13 9:36,1,0,0,25.25,552,542,983,95.48,1,2,0,0,0,12,22.89666667,-0.10666666,-0.09999999,-0.11333333,342.6666667,-33.4666666,-13.5333332,-53.4,452.2,-9.8666667,-2.3333334,-17.4,23.65733333,-22.80666667,-16.104,-29.50933334,0,0
2016/5/13 9:37,1,0,0,25.25,548,540,983,89.54,1,2,0,0,0,12,22.92333333,0.02666666,0.13333332,-0.08,330.1333333,-12.5333334,20.9333332,-46,452.6666667,0.4666667,10.3333334,-9.4,52.59466667,28.93733334,51.74400001,6.13066667,0,0
2016/5/13 9:38,1,0,0,25.25,538,538,983,124.3,1,2,0,0,0,12,23.07666667,0.15333334,0.12666668,0.18,329.7333333,-0.4,12.1333334,-12.9333334,452.5333333,-0.1333334,-0.6000001,0.3333333,37.16533333,-15.42933334,-44.36666668,13.508,0,0
2016/5/13 9:39,1,0,0,25.3,531,551,983,83.38,1,2,0,0,0,12,23.06666667,-0.01,-0.16333334,0.14333334,325.8,-3.9333333,-3.5333333,-4.3333333,452.3333333,-0.2,-0.0666666,-0.3333334,20.56266667,-16.60266666,-1.17333332,-32.032,0,0
2016/5/13 9:40,1,0,0,25.3,529,558,983,115.28,1,2,0,0,0,13,23.17333333,0.10666666,0.11666666,0.09666666,323.4,-2.4,1.5333333,-6.3333333,453,0.6666667,0.8666667,0.4666667,44.11733333,23.55466666,40.15733332,6.952,0,0
2016/5/13 9:41,1,0,0,25.2,513,550,983,90.86,1,2,0,0,0,13,23.15666667,-0.01666666,-0.12333332,0.09,323.5333333,0.1333333,2.5333333,-2.2666667,451.9333333,-1.0666667,-1.7333334,-0.4,32.44266667,-11.67466666,-35.22933332,11.88,0,0
2016/5/13 9:42,1,0,0,25.25,507,536,983.1,85.8,1,2,0,0,0,13,23.11333333,-0.04333334,-0.02666668,-0.06,336.2,12.6666667,12.5333334,12.8,461.0666667,9.1333334,10.2000001,8.0666667,62.11333333,29.67066666,41.34533332,17.996,1,1
2016/5/13 9:43,1,0,0,25.15,498,529,983.1,82.72,1,2,0,0,0,13,23.24666667,0.13333334,0.17666668,0.09,339.6,3.4,-9.2666667,16.0666667,467.7333333,6.6666666,-2.4666668,15.8,44.05866667,-18.05466666,-47.72533332,11.616,0,0
2016/5/13 9:44,1,0,0,25.1,488,519,983.1,87.34,1,2,0,0,0,14,23.24333333,-0.00333334,-0.13666668,0.13,326.0666667,-13.5333333,-16.9333333,-10.1333333,463.9333333,-3.8,-10.4666666,2.8666666,27.61733333,-16.44133334,1.61333332,-34.496,0,0
2016/5/13 9:45,0,0,0,25,488,501,983.1,85.58,1,2,0,0,0,14,23.10333333,-0.14,-0.13666666,-0.14333334,324.6,-1.4666667,12.0666666,-15,452.1333333,-11.8,-8,-15.6,40.71466667,13.09733334,29.53866668,-3.344,0,0
2016/5/13 9:46,0,0,0,25,488,511,983.1,85.36,1,2,0,0,0,14,23.20666667,0.10333334,0.24333334,-0.03666666,322.7333333,-1.8666667,-0.4,-3.3333334,451.8666667,-0.2666666,11.5333334,-12.0666666,43.868,3.15333333,-9.94400001,16.25066667,0,0
2016/5/13 9:47,0,0,0,25.05,490,522,983.1,88.66,1,2,0,0,0,14,23.22666667,0.02,-0.08333334,0.12333334,323.9333333,1.2,3.0666667,-0.6666667,452.2666667,0.4,0.6666666,0.1333334,15.86933333,-27.99866667,-31.152,-24.84533334,0,0
2016/5/13 9:48,0,0,0,25.05,496,523,983.1,83.16,1,2,0,0,0,15,23.3,0.07333333,0.05333333,0.09333333,323.1333333,-0.8,-2,0.4,452.2,-0.0666667,-0.4666667,0.3333333,34.26133333,18.392,46.39066667,-9.60666667,0,0
2016/5/13 9:49,0,0,0,25.05,501,527,983.1,82.28,1,2,0,1,0,15,23.48,0.18,0.10666667,0.25333333,324.3333333,1.2,2,0.4,456.9333333,4.7333333,4.8,4.6666666,55.42533333,21.164,2.772,39.556,0,0
2016/5/13 9:50,0,0,0,25.15,513,534,983.1,71.28,1,2,0,0,0,15,23.79333333,0.31333333,0.13333333,0.49333333,394.1333333,69.8,68.6,71,512.5333333,55.6,50.8666667,60.3333333,75.47466667,20.04933334,-1.11466666,41.21333334,1,1
2016/5/13 9:51,0,0,0,25.2,546,540,983.1,70.4,1,1,0,0,0,15,23.98666667,0.19333334,-0.11999999,0.50666667,431.0666667,36.9333334,-32.8666666,106.7333334,537.4,24.8666667,-30.7333333,80.4666667,138.776,63.30133333,43.25199999,83.35066667,1,1
2016/5/13 9:52,0,0,0,25.25,560,538,983.1,70.4,1,1,0,0,0,16,24.17666667,0.19,-0.00333334,0.38333334,450.4666667,19.4,-17.5333334,56.3333334,538.8666667,1.4666667,-23.4,26.3333334,73.81733333,-64.95866667,-128.26,-1.65733334,1,2
2016/5/13 9:53,0,0,0,25.3,564,530,983.1,71.06,1,1,0,0,0,16,24.49666667,0.32,0.13,0.51,509,58.5333333,39.1333333,77.9333333,554.4666667,15.6,14.1333333,17.0666667,79.25866667,5.44133334,70.40000001,-59.51733333,1,2
2016/5/13 9:54,0,0,0,25.3,558,520,983.1,70.18,1,1,0,1,0,16,24.75333333,0.25666666,-0.06333334,0.57666666,537.4666667,28.4666667,-30.0666666,87,581,26.5333333,10.9333333,42.1333333,76.09066667,-3.168,-8.60933334,2.27333334,1,2
2016/5/13 9:55,0,0,0,25.3,558,513,983.1,71.06,1,1,0,1,0,16,24.83666667,0.08333334,-0.17333332,0.34,496,-41.4666667,-69.9333334,-13,588,7,-19.5333333,33.5333333,74.69733333,-1.39333334,1.77466666,-4.56133334,1,1
2016/5/13 9:56,0,0,0,25.35,558,511,983,70.4,1,1,0,0,0,17,25.09,0.25333333,0.16999999,0.33666667,443.0666667,-52.9333333,-11.4666666,-94.4,573.0666667,-14.9333333,-21.9333333,-7.9333333,58.72533333,-15.972,-14.57866666,-17.36533334,1,1
2016/5/13 9:57,0,0,0,25.3,558,508,983,71.5,1,1,0,0,0,17,25.33333333,0.24333333,-0.01,0.49666666,442.2,-0.8666667,52.0666666,-53.8,592.7333333,19.6666666,34.5999999,4.7333333,42.856,-15.86933333,0.10266667,-31.84133333,1,1
2016/5/13 9:58,0,0,0,25.3,556,511,983,69.3,1,1,0,0,0,17,25.58333333,0.25,0.00666667,0.49333333,454.6666667,12.4666667,13.3333334,11.6,649.8,57.0666667,37.4000001,76.7333333,69.57866667,26.72266667,42.592,10.85333334,1,1
2016/5/13 9:59,0,0,0,25.35,556,510,983,69.74,1,1,0,0,0,17,25.74333333,0.16,-0.09,0.41,467.6666667,13,0.5333333,25.4666667,663.6,13.8,-43.2666667,70.8666667,60.42666667,-9.152,-35.87466667,17.57066667,1,1
2016/5/13 10:00,0,0,0,25.35,552,510,983,48.18,1,1,0,0,0,18,25.85333333,0.11,-0.05,0.27,479.4666667,11.8,-1.2,24.8,678.8666667,15.2666667,1.4666667,29.0666667,67.188,6.76133333,15.91333333,-2.39066667,1,1
2016/5/13 10:01,0,0,0,25.35,554,511,983,45.98,1,1,1,0,0,18,24.88666667,-0.96666666,-1.07666666,-0.85666666,386.7333333,-92.7333334,-104.5333334,-80.9333334,557.6,-121.2666667,-136.5333334,-106,61.38,-5.808,-12.56933333,0.95333333,1,1
2016/5/13 10:02,0,0,0,25.35,558,510,982.9,46.42,1,1,1,0,0,18,24.66333333,-0.22333334,0.74333332,-1.19,341.7333333,-45,47.7333334,-137.7333334,529.0666667,-28.5333333,92.7333334,-149.8,75.548,14.168,19.976,8.36,1,1
2016/5/13 10:03,0,0,0,25.35,556,509,983,43.78,1,1,1,0,0,18,24.88,0.21666667,0.44000001,-0.00666667,345.2,3.4666667,48.4666667,-41.5333333,559,29.9333333,58.4666666,1.4,72.35066667,-3.19733333,-17.36533333,10.97066667,1,1
2016/5/13 10:04,0,0,0,25.35,556,509,983,44,1,1,0,0,0,19,25.27333333,0.39333333,0.17666666,0.61,417.6666667,72.4666667,69,75.9333334,603.5333333,44.5333333,14.6,74.4666666,72.43866667,0.088,3.28533333,-3.10933333,1,1
2016/5/13 10:05,0,0,0,25.35,555,516,983,44.44,1,1,0,1,0,19,25.09333333,-0.18,-0.57333333,0.21333333,454.8,37.1333333,-35.3333334,109.6,611.5333333,8,-36.5333333,52.5333333,17.35066667,-55.088,-55.176,-55,0,0
2016/5/13 10:06,0,0,0,25.35,554,519,983,45.1,1,1,0,0,0,19,24.70333333,-0.39,-0.21,-0.57,418.5333333,-36.2666667,-73.4,0.8666666,576.8666667,-34.6666666,-42.6666666,-26.6666666,8.213333333,-9.137333337,45.95066666,-64.22533334,0,0
2016/5/13 10:07,0,0,0,25.4,556,520,982.9,42.9,1,1,0,0,0,19,24.50666667,-0.19666666,0.19333334,-0.58666666,395.7333333,-22.8,13.4666667,-59.0666667,559.2666667,-17.6,17.0666666,-52.2666666,8.668,0.454666667,9.592000004,-8.68266667,0,0
2016/5/13 10:08,0,0,0,25.45,554,519,982.9,93.5,1,1,0,0,0,20,24.38333333,-0.12333334,0.07333332,-0.32,372.8,-22.9333333,-0.1333333,-45.7333333,539.8666667,-19.4,-1.8,-37,8.917333333,0.249333333,-0.205333334,0.704,0,0
